   	CUSTOMER_CODE	COMPANY_CODE	BUSINESS_NO	OFFICER_NAME	OFFICER_NAME_ENG	CUSTOMER_NAME	CUSTOMER_NAME_ENG	NATION_CODE	ZIP_CODE	ADDRESS	ADDRESS_ENG	TEL_NO	FAX_NO	CO_CERTIFIED_EXPORTER_YN	CERTIFICATION_NO	REMARK	INTG_INTERFACE_TRANS_ID	TARGET_YN	EMAIL	SEND_RECEIVE_IDENTIFIER_CODE	DELETE_YN	ATTRIBUTE01	ATTRIBUTE02	ATTRIBUTE03	ATTRIBUTE04	ATTRIBUTE05	CREATE_DATE	CREATE_BY	UPDATE_DATE	UPDATE_BY
838	432476	PLS100	390-81-02900	이경철		(주)이수	ISU Co., Ltd	KR	37566	291 Daljeon-ro, Heunghae-eup,	291 Daljeon-ro, Heunghae-eup,	054-610-2957	054-610-4957	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
839	432513	PLS100	114-87-08321	장다슬, 편기월		대호건축 주식회사	DAE-HO CONSTRUCTION CO.,LTD	KR	4033	서울특별시 마포구 양화로 115 (서교동)	374-1 Seogyo-dong, Mapo-gu, Seoul,			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
840	432557	PLS100	771-87-01572	방덕원		(주)엠티케이	MTK Co., Ltd	KR	41250	460 Dongdaegu-ro, Dong-gu, Daegu,	460 Dongdaegu-ro, Dong-gu, Daegu,	010-2949-7520		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
841	432789	PLS100	621-82-06530	강정은		부산대 산학협력단	Research and Business Development	KR	46241	2 Busandaehak-ro 63beon-gil,	2 Busandaehak-ro 63beon-gil,	010-6645-5600		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
842	432911	PLS100	749-87-02929	김명규		정인켐	Jeongincam Co.,Ltd	KR	15361	South Korea, Gyeonggi-do, Ansan-si,	South Korea, Gyeonggi-do, Ansan-si,			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
843	433048	PLS100	733-85-02008	이지혜		비휴코퍼레이션	BEHUE CORPORATION., Ltd	KR	38039	4930 Saneop-ro, Cheonbuk-myeon,	4930 Saneop-ro, Cheonbuk-myeon,	010-2860-4727		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
844	433193	PLS100	HRB 98256			HDT Veritas Hessen GmbH	HDT Veritas Hessen GmbH	DE	63571	Stettiner Str. 1-9	Stettiner Str. 1-9			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
845	433197	PLS100	106-86-45309			주식회사 삼일피더블유씨아카데미	SAMIL PWC ACADEMY CO.,LTD	KR	4514	73 Sejong-daero, Jung-gu, Seoul,	73 Sejong-daero, Jung-gu, Seoul,			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
846	415149	PLS100	128-86-10057	문현민		주식회사 청명씨앤아이	CHEONGMEONG CNI Co,.Ltd	KR	7528	서울특별시 강서구 양천로 401비-601(가양동,강서한강자이타워비동601호~602호)	401, Yangcheon-ro, Gangseo-guB-601(GAYANG,KANGSEOHANKANGZAITOWER B601~602)	02-2665-1407	02-3663-6226	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
847	415150	PLS100	107-82-05239	신현철		한국소방안전원	KOREA FIRE SAFETY INSTITUTE	KR	7226	Yeongdeungpo-gu,Yeongjung-ro,170(Yeongdeungpo-daong8-ga)	Yeongdeungpo-gu,Yeongjung-ro,170(Yeongdeungpo-daong8-ga)	053-429-7911	053-429-6916	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
848	415179	PLS100	506-81-87464	고윤희		해광이엔시 (주)	HAEKWANG ENC Co,.Ltd.	KR	37867	경상북도 포항시 남구 대송면 제내길31번길 17	204 Cheolgang-ro, Daesong-myeonNam-gu	054-286-5551	054-286-5552	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
849	415238	PLS100	314-11-67736	이진호		오엠에이	*DEL*OMA	KR	34054	대전광역시 유성구 유성대로1596번길 64(전민동,대덕원자력밸리2층)	64, Yuseong-daero 1596beon-gil,	042-822-9501		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
850	415239	PLS100				조지윤 강사	CHO.JI-YUN	KR	16467	수원시 팔달구 정조로 687	687, Jeongjo-ro, Paldal-gu	031-8013-9018		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
851	415240	PLS100	220-81-53416	이춘화		넷매니아주식회사	NET MANIA Co,.Ltd.	KR	8505	서울특별시 금천구 가산디지털 2 로 123902( 가산동 , 월드메르디앙벤처센타 2 차 )	123, Gasan digital 2-ro,	02-1577-3925	02-2025-8779	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
852	415241	PLS100	620-82-09024	김창용		한국표준협회 울산지역본부	KOREAN STANDARDS ASSOCIATION	KR	44248	울산광역시 북구 산업로 915(연암동,중소기업종합지원센터2층)	915, Saneop-ro, Buk-gu,	052-289-6601	052-289-6604	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
853	415242	PLS100	502-26-29430	오종열		비비시스템	BB SYSTEM	KR	41518	대구광역시 북구 유통단지로 1612-8(산격동,산업용재관상가2층)	16, Yutongdanji-ro, Buk-gu	053-604-1632	053-289-0565	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
854	415266	PLS100	506-81-86067	김세민		(주) 반도이엔씨	BANDO E&C Co,.Ltd.	KR	37839	경상북도 포항시 남구 연일읍 철강로107번길 70-4	70-4, Cheolgang-ro 107beon-gil,Yeonil-eup, Nam-gu,	054-614-0312	054-603-0311	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
855	415276	PLS100	220-87-83891	박인환		(주) 스피쿠스	SPICUS CO., LTD.	KR	4557	서울특별시 중구 퇴계로 213(충무로4가,일흥빌딩602-603호)	213, Toegye-ro, Jung-gu, Jung-gu	070-8610-4734	02-544-0578	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
856	415278	PLS100	217-12-46631	박순옥		한호크린	HANHO CLEAN	KR	1857	서울특별시 노원구 동일로183길 13 (공릉동,2층)	13, Dongil-ro 183-gil, Nowon-gu	031-722-0933		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
857	415293	PLS100	620-06-86798	최상삼		아주바이오팜	AJU BIOFARM	KR	38132	경상북도 경주시 봉황로 155번길 14(성건동)	14, Bonghwang-ro 155beon-gil,Gyeongju, Gyeongsangbuk-do, Korea	010-8534-4897		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
858	415299	PLS100	505-90-42452	이경우		새경우	SAEKYONGWOO	KR	38136	경상북도 경주시 금성로368번길 67 (성건동)	67, Geumseong-ro 368beon-gil	054-743-6613	054-603-0311	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
859	415300	PLS100	114-82-60598	MOREAU CHR		*DEL*서울프랑스학교	*DEL* SEOUL FRANCH SCHOOL	KR	0	서울특별시 서초구 서래로 7 (반포동)	Seoraero 7, Seocho Gu	02-535-1158		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
860	415301	PLS100		윤성운		서울프랑스학교	SEOUL FRENCH SCHOOL	KR	6581	Seoraero 7, Seocho Gu	Seoraero 7, Seocho Gu	02-535-1158		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
861	415303	PLS100				Q-MATION, Inc dba: WONDERWARE NORTH	Q-MATION, Inc dba: WONDERWARE NORTH	US	19044	425 Caredean Drive	425 Caredean Drive	215-675-5800	215-675-9712	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
862	415315	PLS100	113-04-57224	김수도		한국계기티엔에스	KOREA INSTRUMENTS T&S	KR	8389	235-2 ,Guuro Dong, Guuro Gu,	235-2 ,Guuro Dong, Guuro Gu,	02-6220-7007	02-6220-7117	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
863	415316	PLS100		김용경		김용경	KIM,YOUNG-KYOUNG	KR	27011	충청북도 단양군 단양읍 도전2로 4	4, Dojeon 2-ro, Danyang-eup,	010-6210-3663		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
864	415358	PLS100	105-86-37029	한광훈		(주) 씨티콤	CITYCOM Co.,Ltd.	KR	8213	서울특별시 구로구 경인로 584101-1702(신도림동,신도림팰러티움)	101-1702, 584, Gyeonginro, Guro-gu	02-2069-0234		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
865	415359	PLS100	123-30-83897	전광용		디에스티	DST	KR	21697	인천광역시 남동구 능허대로625번길 129(고잔동,남동공단12085L)	129, Neungheodae-ro 625beon-gil,Namdong-gu	0505-991-1233	0505-337-1233	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
866	415360	PLS100				박경진	*DEL* Park, Kyoung-Jin	KR	38096	경상북도 경주시 소금강로25번길 9 (용강동)	9, Sogeumgang-ro 25beon-gil,9,	011-516-4847		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
867	415364	PLS100	506-20-73601	정해식		거전이앤씨	GEO JEON E&C	KR	37823	경상북도 포항시 남구 희망대로 887	(64-1) 107-gil, Cheolgang-ro,Ocheon, Yeonil-eup, Nam-gu	054-291-0019	054-283-0189	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
868	415365	PLS100	505-13-41772	최상현		서원산업	SEO WON INDUSTRY	KR	38039	경상북도 경주시 천북면 산업로 4975-17	4975-17, Saneop-ro, Cheonbuk-myeon,	054-777-1125	054-777-1126	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
869	415366	PLS100	503-82-10186	서경덕		한국폴리텍 6 대학산학협력단	KOREA POLYTECHNIC 6 COLLEGES	KR	41765	대구광역시 서구 국채보상로 43길15(평니동)	15, Gukchaebosang-ro 43-gil, Seo-gu	053-560-3177	053-552-2098	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
870	415369	PLS100	506-08-54408	최용순		신창산업	SHINCHANG INDUSTRIAL	KR	37890	경상북도 포항시 남구 오천읍 문덕로79번길 15	15, Mundeok-ro 79beon-gil,Ocheon-eup, Nam-gu,	054-283-7532	054-293-7533	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
871	415398	PLS100	620-81-41920	이외규		주식회사씨제이프로텍	CJ PROTEC	KR	44222	울산광역시 북구 매곡산업2길 6 (매곡동)	6, Maegoksaneop 2-gil, Buk-gu,	010-4949-1602	052-286-9045	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
872	433207	PLS100	793-25-01628	김두영		영진산업	YOUNGJIN INDUSTRIAL	KR	38041	54-30 Sindangsotigogae-gil,	54-30 Sindangsotigogae-gil,	010-6624-7749		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
873	433254	PLS100				Ningbo Hexin Standard Parts Co.,Ltd	Ningbo Hexin Standard Parts Co.,Ltd	CN	315202	Xihe village, Jiulongzhen, Zhenhai	Xihe village, Jiulongzhen, Zhenhai			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
874	433262	PLS100	46--40-17321			NELIPAK HEALTHCARE PACKAGING	NELIPAK HEALTHCARE PACKAGING	US	18052	5235 W Coplay Rd	5235 W Coplay Rd			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
875	433515	PLS100	467-87-02691	김승희		(주)피더블유에이치	PWH Co., Ltd	KR	38108	6 Dongcheon-ro 42beon-gil,	6 Dongcheon-ro 42beon-gil,	010-8560-8233		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
876	433516	PLS100	358-87-00536	이상옥		케이앤엘	KNL	KR	51558	57 Gongdan-ro 271beon-gil,	57 Gongdan-ro 271beon-gil,	010-6637-5098		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
877	433539	PLS100	506-81-69753	정전, 한창석		한국산업안전커설팅 주식회사	KOREA INDUSTRIAL SAFETY CONSULTING	KR	37830	South Korea, 경상북도 포항시 남구 상대로 118	South Korea, 경상북도 포항시 남구 상대로 118	010-7135-5534		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
878	433669	PLS100	777-03-03087	박기철		기백스틸	GIBACK STEEL	KR	50850	South Korea, 경상남도 김해시 한림면 김해대로927번길	South Korea, 경상남도 김해시 한림면 김해대로927번길	010-8512-2344		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
879	433785	PLS100	314-81-01421	이진혁		페더럴모굴세종 주식회사	Federal-Mogul Sejong Co., Ltd.	KR	30068	South Korea, 세종특별자치시 연동면 청연로 442-16	South Korea, 세종특별자치시 연동면 청연로 442-16			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
880	433786	PLS100	603-81-76803			(주)한텍테크놀로지	HANTEC TECHNOLOGY CO,.LTD.	KR	44968	South Korea, 울산시 울주군 웅촌면 고연로 187	South Korea, 울산시 울주군 웅촌면 고연로 187			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
881	433787	PLS100	603-81-76803			주식회사 성일튜브	SUNG-IL TUBES	KR	46741	South Korea, 부산광역시 강서구 화전산단6로 21	South Korea, 부산광역시 강서구 화전산단6로 21			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
882	433805	PLS100	119-81-97147	한진국		주식회사 디아이티웍스	DITworks Co., Ltd	KR	8512	South Korea, 서울특별시 금천구 디지털로9길 32	South Korea, 서울특별시 금천구 디지털로9길 32	010-9966-9624		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
883	434	PLS100				Chongqing Plastic Omnium Auto	Chongqing Plastic Omnium Auto	CN	401120	ChongqingYing Long Avenue, Long Xing Villlage	ChongqingYing Long Avenue, Long Xing Villlage			N			99119	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2026-08-12  11:49:37	PKG01_IF_LOAD.CUSTOMER_PROC
884	434060	PLS100	608-81-51073	김외순		평광플라스틱주식회사	PyeongGwang Plastic Co., Ltd	KR	52013	South Korea, 경상남도 함안군 대산면 평림1길 3	South Korea, 경상남도 함안군 대산면 평림1길 3			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
885	437	PLS100				HBPO Pyeongtaek Ltd.	HBPO Pyeongtaek Ltd.	KR	31408	Asanvalley jungang-roDunpo-myeon, Asan-si	Asanvalley jungang-roDunpo-myeon, Asan-si			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
886	460	PLS100				SA Plastic Omnium Advanced Innovation	SA Plastic Omnium Advanced Innovation	BE	1200	BruxellesAvenue des Communautes	BruxellesAvenue des Communautes			N			99119	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2026-08-12  11:49:37	PKG01_IF_LOAD.CUSTOMER_PROC
887	461	PLS100				Plastic Omnium Holding Shanghai Co., Ltd	Plastic Omnium Holding Shanghai Co., Ltd	CN	200233	Shanghai35/F, TA, 391 Guiping Road	Shanghai35/F, TA, 391 Guiping Road			N			99119	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2026-08-12  11:49:37	PKG01_IF_LOAD.CUSTOMER_PROC
888	512	PLS100				Plastic Omnium Auto Inergy Poland	Plastic Omnium Auto Inergy Poland	PL	20469	LublinUl. Budowlana	LublinUl. Budowlana			N			99119	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2026-08-12  11:49:37	PKG01_IF_LOAD.CUSTOMER_PROC
889	531	PLS100				Plastic Omnium Korea New Energies	Plastic Omnium Korea New Energies	KR	16229	Suwon-si, Gyeonggi-do105 Gwanggy-ro, Yeongtong-gu	Suwon-si, Gyeonggi-do105 Gwanggy-ro, Yeongtong-gu			N			99119	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2026-08-12  11:49:37	PKG01_IF_LOAD.CUSTOMER_PROC
890	533	PLS100				Plastic Omnium New Energies Herentals	Plastic Omnium New Energies Herentals	BE	2200	Grensstraat	Grensstraat			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
891	535	PLS100	518898978			Plastic Omnium Clean Energy	Plastic Omnium Clean Energy	FR	69007	Boulevard Jules Carteret	Boulevard Jules Carteret			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
892	545	PLS100				HBPO Shanghai Ltd.	HBPO Shanghai Ltd.	CN	200233	ShanghaiGuiping Road, Xuhui District	ShanghaiGuiping Road, Xuhui District			N			99119	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2026-08-12  11:49:37	PKG01_IF_LOAD.CUSTOMER_PROC
893	557	PLS100	908421076			Plastic Omnium Software House SAS	Plastic Omnium Software House SAS	FR	69007	Boulevard Jules Carteret	Boulevard Jules Carteret			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
894	1003675	PLS100	608-81-51073	김외순		평광플라스틱주식회사	PyeongGwang Plastic Co., Ltd.	KR	52013	함안군대산면 평림1길 3	Haman3 Pyeongnim 1-gil Daesan-myeon			N			99119	N			N						2025-12-26  9:25:05	PKG01_IF_LOAD.CUSTOMER_PROC	2026-08-12  11:49:37	PKG01_IF_LOAD.CUSTOMER_PROC
895	1003750	PLS100	102-81-42945	구현모		(주)케이티	KT Co., Ltd.	KR	13606	성남시불정로 90 (정자동)	Seongnam-siBulljeong-ro (206 Jungja-dong)			N			99119	N			N						2025-12-26  9:25:05	PKG01_IF_LOAD.CUSTOMER_PROC	2026-08-12  11:49:37	PKG01_IF_LOAD.CUSTOMER_PROC
896	422	PLS100				Plastic Omnium Holding (Shanghai)	Plastic Omnium Holding (Shanghai)	CN	200233	Shanghai35/F, TA, 391 Guiping Road	Shanghai35/F, TA, 391 Guiping Road			N			99119	N			N						2025-12-26  9:25:05	PKG01_IF_LOAD.CUSTOMER_PROC	2026-08-12  11:49:37	PKG01_IF_LOAD.CUSTOMER_PROC
897	415427	PLS100	505-81-00300	이상수		경주시티투어천마관광 (주)	KYONGJU CITY TOUR CHUNMA	KR	38157	경상북도 경주시 태종로685번길 6 (노서동)	6, Taejong-ro 685beao-gil,			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
898	415464	PLS100	609-86-13456	반광규		주식회사 비엔케이	B&K Co,.Ltd.	KR	51395	경상남도 창원시 의창구 창원대로18번길 22(팔용동,경남테크로파크본부동407호)	22, Changwon-daero 18beon-gil,Uichang-gu,	055-292-7771	055-292-7772	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
899	415465	PLS100	505-81-78337	이성근		주식회사 스마일일급정비	SMILE ILGEUP JEONGBI Co,.Ltd.	KR	38043	경상북도 경주시 천북면 신당대밑 59	59, Sindangdaemit-gil,Cheonbuk-myeon,	054-777-7801	054-741-6262	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
900	415504	PLS100	124-09-60438	최원홍		수성상사	SOOSUNG SANGSA	KR	16562	경기도 수원시 권선구 권선로 762 (권선동)	762, Gwonseon-ro, Gwonseon-gu,	031-235-9463	031-235-9483	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
901	415535	PLS100	130-82-07009	신진규		(사)대한산업안전협회	KOREA INDUSTRIAL SAFETY ASSOCIATION	KR	8289	서울특별시 구로구 구로동 32-1	70, Gongwon-ro, Guro-gu,	02-860-7057		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
902	415557	PLS100	204-26-57954	김제훈		애드커뮤니케이션	AD COMMUNICATION	KR	2216	서울특별시 중랑구 겸재로 138 (면목동,403호)	138, gaemjae-ro, junglang-Gu,	010-2020-6406		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
903	415561	PLS100	505-82-00888	김은호		경주상공회의소	GYEONGJU CHAMBER OF COMMERCE	KR	38145	경상북도 경주시 중앙로 67-2 (동부동)	67-2, Jungang-ro,	054-741-6601		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
904	415571	PLS100	134-86-74774	김정철		웰폴리머(주)	WELLPOLYMER	KR	14066	경기도 안양시 동안구 시민대로 266(관양동,평촌샤르망오피스텔924호)	266, Simin-daero, Dongan-gu,	031-487-1145	031-485-1145	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
905	415632	PLS100	505-81-72274	김형덕		주성건설주식회사	JU SUNG CONSTRUCTION Co,.Ltd	KR	38111	경상북도 경주시 탈해로5번길 26 (동천동)	26, Talhae-ro 5beon-gil,	054-777-3104		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
906	415640	PLS100	135-82-00092	조계순		(학) 가톨릭학원가톨릭대학 성빈센트병원	ST.VINCENT`S HOSPITAL	KR	16247	경기도 수원시 팔달구 중부대로 93 (지동)	93, Jungbu-daero, Paldal-gu,	031-249-7681	031-249-8006	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
907	415658	PLS100				WUXI AXCELLENT CO.,LTD	WUXI AXCELLENT CO.,LTD	CN	214000	No.214,2nd floor,No.625,Hubin Road	No.214,2nd floor,No.625,Hubin Road	13395175988		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
908	415693	PLS100				ROCKET SOFTWARE SYSTEMS, Inc.	ROCKET SOFTWARE SYSTEMS, Inc.	US	024511468	77 4th Avenue, Suite 100	77 4th Avenue, Suite 100	1-781-577-4321	1-617-630-7100	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
