   	SALES_NO	DIVISION_CODE	COMPANY_CODE	CUSTOMER_CODE	EXPORT_FLAG	DEPARTMENT_CODE	INVOICE_DATE	STATUS	EXPORTER_NAME	EXPORTER_REPRESENTATIVE_NAME	EXPORTER_BIZ_NO	EXPORTER_TEL_NO	EXPORTER_ADDRESS	PRODUCER_NAME	PRODUCER_REPRESENTATIVE_NAME	PRODUCER_BIZ_NO	PRODUCER_TEL_NO	PRODUCER_ADDRESS	INKOTERMS	INVOICE_NO	EXPORT_DECLARE_NO	EXPORT_DECLARE_DATE	EXPORT_ACCEPT_DATE	TARGET_FTA_CODE	BL_NO	VEHICLE_TYPE	VEHICLE_NAME	DEPARTURE_PORT_CODE	DEPARTURE_PORT_NAME	SHIPPING_DATE	ARRIVAL_CUSTOMER	ARRIVAL_NATION	ARRIVAL_PORT_CODE	ARRIVAL_PORT_NAME	PACKING_MARK	PACKING_COUNT	TOTAL_WEIGHT	COUNT_UNIT	CUSTOMS_CODE	COO_CERTIFY_NO	COO_ISSUE_TYPE	COO_DATE	INTG_INTERFACE_TRANS_ID	VIRTUAL_YN	SHIPMENT_BEFORE	SHIPMENT_AFTER	SHIP_INVOICE_NO	SALES_TYPE	INVOICE_HEADER_ID	DELIVERY_CUSTOMER_CODE	ATTRIBUTE01	ATTRIBUTE02	ATTRIBUTE03	ATTRIBUTE04	ATTRIBUTE05	DELETE_YN	CREATE_DATE	CREATE_BY	UPDATE_DATE	UPDATE_BY	EXPORT_TOT_DECLARE_SEQ	EMP_NO
255	95393282	PLS101	PLS100	1000929	D		20260715	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
256	95393283	PLS101	PLS100	1000929	D		20260715	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
257	95393280	PLS101	PLS100	1000929	D		20260715	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
258	95393310	PLS101	PLS100	1000932	D		20260715	1	기아 자동차㈜		 	 / 	화성기아자동차로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000932						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
259	95393309	PLS101	PLS100	1000932	D		20260715	1	기아 자동차㈜		 	 / 	화성기아자동차로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000932						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
260	95393322	PLS101	PLS100	1000933	D		20260715	1	기아자동차㈜광주		 	 / 	서구화운로 277(내방동)	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000933						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
261	95393281	PLS101	PLS100	1000929	D		20260715	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
262	95385352	PLS101	PLS100	1000930	D		20260715	1	현대 모비스㈜		 	 / 	강남구테헤란로 203	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000930						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
263	95393323	PLS101	PLS100	1000933	D		20260716	1	기아자동차㈜광주		 	 / 	서구화운로 277(내방동)	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000933						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
264	95393305	PLS101	PLS100	1000930	D		20260716	1	현대 모비스㈜		 	 / 	강남구테헤란로 203	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000930						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
265	95393262	PLS101	PLS100	1000928	D		20260716	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
266	95393264	PLS101	PLS100	1000928	D		20260716	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
267	95393260	PLS101	PLS100	1000928	D		20260716	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
268	95393263	PLS101	PLS100	1000928	D		20260716	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
269	95393261	PLS101	PLS100	1000928	D		20260716	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
270	95393251	PLS101	PLS100	1000420	D		20260716	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
271	95393250	PLS101	PLS100	1000420	D		20260716	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
272	95393338	PLS101	PLS100	1001591	E		20260716	1	OPmobility C-Power Korea Co.,LTD.	Park, Chul	5058106702	054-760-2119 / 054-760-2119	Cheongang-ro, Gangdong-myeon GYEONGJU-SI, GYEONGSANGBUK-DO 38034 SOUTH KOREA	OPmobility C-Power Korea Co.,LTD.	Park, Chul	5058106702	054-760-2119	Cheongang-ro, Gangdong-myeon GYEONGJU-SI, GYEONGSANGBUK-DO 38034 SOUTH KOREA																									99122	N				E		1001591						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
273	95393287	PLS101	PLS100	1000929	D		20260716	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
274	95393285	PLS101	PLS100	1000929	D		20260716	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
275	95393286	PLS101	PLS100	1000929	D		20260716	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
276	95393311	PLS101	PLS100	1000932	D		20260716	1	기아 자동차㈜		 	 / 	화성기아자동차로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000932						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
277	95393284	PLS101	PLS100	1000929	D		20260716	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
278	95393312	PLS101	PLS100	1000932	D		20260716	1	기아 자동차㈜		 	 / 	화성기아자동차로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000932						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
279	95393330	PLS101	PLS100	1000941	D		20260717	1	(주)성호테크		 	 / 	경상북도 영천시채신2공단길 88 (채신동)	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000941						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
280	95393253	PLS101	PLS100	1000420	D		20260717	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
281	95393252	PLS101	PLS100	1000420	D		20260717	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
282	95393324	PLS101	PLS100	1000933	D		20260717	1	기아자동차㈜광주		 	 / 	서구화운로 277(내방동)	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000933						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
283	95393325	PLS101	PLS100	1000933	D		20260718	1	기아자동차㈜광주		 	 / 	서구화운로 277(내방동)	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000933						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
284	95393326	PLS101	PLS100	1000933	D		20260720	1	기아자동차㈜광주		 	 / 	서구화운로 277(내방동)	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000933						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
285	95393306	PLS101	PLS100	1000930	D		20260720	1	현대 모비스㈜		 	 / 	강남구테헤란로 203	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000930						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
286	95393339	PLS101	PLS100	1001828	D		20260720	1	(주)비엠피(B.M.P)		 	 / 	울산광역시고연공단2길	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1001828						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
287	95393341	PLS101	PLS100	1001828	D		20260720	1	(주)비엠피(B.M.P)		 	 / 	울산광역시고연공단2길	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1001828						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
288	95393340	PLS101	PLS100	1001828	D		20260720	1	(주)비엠피(B.M.P)		 	 / 	울산광역시고연공단2길	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1001828						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
289	95393331	PLS101	PLS100	1000941	D		20260720	1	(주)성호테크		 	 / 	경상북도 영천시채신2공단길 88 (채신동)	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000941						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
290	95393333	PLS101	PLS100	1001232	D		20260720	1	(주)니프코코리아아산공장		 	 / 	아산시아산밸리남로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1001232						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
291	95393266	PLS101	PLS100	1000928	D		20260720	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
292	95393269	PLS101	PLS100	1000928	D		20260720	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
293	95393268	PLS101	PLS100	1000928	D		20260720	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
294	95393267	PLS101	PLS100	1000928	D		20260720	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
295	95393265	PLS101	PLS100	1000928	D		20260720	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
296	95393254	PLS101	PLS100	1000420	D		20260720	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
297	1001232PLS101202607	PLS101	PLS100	1001232	D		20260720	4	(주)니프코코리아아산공장		 	 / 	아산시아산밸리남로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																								2026-08-12  12:00:08		Y						1001232						N	2026-08-12  11:56:25	MONTHLY_DECISION_PROC	2026-08-12  11:56:25	MONTHLY_DECISION_PROC		
298	95397453	PLS101	PLS100	1000420	D		20260720	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
299	95393255	PLS101	PLS100	1000420	D		20260720	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
300	95401800	PLS101	PLS100	1001591	E		20260720	1	OPmobility C-Power Korea Co.,LTD.	Park, Chul	5058106702	054-760-2119 / 054-760-2119	Cheongang-ro, Gangdong-myeon GYEONGJU-SI, GYEONGSANGBUK-DO 38034 SOUTH KOREA	OPmobility C-Power Korea Co.,LTD.	Park, Chul	5058106702	054-760-2119	Cheongang-ro, Gangdong-myeon GYEONGJU-SI, GYEONGSANGBUK-DO 38034 SOUTH KOREA																									99122	N				E		1001591						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
301	95393289	PLS101	PLS100	1000929	D		20260720	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
302	95393314	PLS101	PLS100	1000932	D		20260720	1	기아 자동차㈜		 	 / 	화성기아자동차로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000932						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
303	95393288	PLS101	PLS100	1000929	D		20260720	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
304	95393313	PLS101	PLS100	1000932	D		20260720	1	기아 자동차㈜		 	 / 	화성기아자동차로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000932						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
305	95397492	PLS101	PLS100	1000932	D		20260720	1	기아 자동차㈜		 	 / 	화성기아자동차로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000932						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
306	95393291	PLS101	PLS100	1000929	D		20260720	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
307	95393290	PLS101	PLS100	1000929	D		20260720	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
308	95393332	PLS101	PLS100	1000941	D		20260721	1	(주)성호테크		 	 / 	경상북도 영천시채신2공단길 88 (채신동)	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000941						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
309	95393270	PLS101	PLS100	1000928	D		20260721	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
310	95393272	PLS101	PLS100	1000928	D		20260721	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
311	95393273	PLS101	PLS100	1000928	D		20260721	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
312	95393271	PLS101	PLS100	1000928	D		20260721	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
313	95393274	PLS101	PLS100	1000928	D		20260721	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
314	95393257	PLS101	PLS100	1000420	D		20260721	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
315	95397454	PLS101	PLS100	1000420	D		20260721	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
316	1000941PLS101202607	PLS101	PLS100	1000941	D		20260721	4	(주)성호테크		 	 / 	경상북도 영천시채신2공단길 88 (채신동)	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																								2026-08-12  12:00:05		Y						1000941						N	2026-08-12  11:56:25	MONTHLY_DECISION_PROC	2026-08-12  11:56:25	MONTHLY_DECISION_PROC		
317	95393256	PLS101	PLS100	1000420	D		20260721	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
318	95393293	PLS101	PLS100	1000929	D		20260721	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
319	95393294	PLS101	PLS100	1000929	D		20260721	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
320	95393315	PLS101	PLS100	1000932	D		20260721	1	기아 자동차㈜		 	 / 	화성기아자동차로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000932						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
